sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
RA-15-18-4-CS,RA-15-18-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 380x455x100 | Each,SS,380x455x100,2970.00,2970.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-6,RA-15-18-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x455x 150 | Each,SS,380x455x 150,2787.00,2787.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-8,RA-15-18-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x455x 200 | Each,SS,380x455x 200,3308.00,3308.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-4,RA-15-20-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x505x 100 | Each,SS,380x505x 100,2835.00,2835.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-4-CS,RA-15-20-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 380x505x100 | Each,SS,380x505x100,3120.00,3120.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6,RA-15-20-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x505x 150 | Each,SS,380x505x 150,2978.00,2978.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-8,RA-15-20-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x505x 200 | Each,SS,380x505x 200,3523.00,3523.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-4,RA-17-20-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 430x505x100 | Each,SS,430x505x100,2993.00,2993.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-4-CS,RA-17-20-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 430x505x100 | Each,SS,430x505x100,3369.00,3369.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6,RA-17-20-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 430x505x150 | Each,SS,430x505x150,3168.00,3168.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-8,RA-17-20-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 430x505x200 | Each,SS,430x505x200,3734.00,3734.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-4,RA-19-20-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 480x505x100 | Each,SS,480x505x100,3191.00,3191.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-4-CS,RA-19-20-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 480x505x100 | Each,SS,480x505x100,3541.00,3541.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6,RA-19-20-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 480x505x150 | Each,SS,480x505x150,3413.00,3413.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-8,RA-19-20-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 480x505x200 | Each,SS,480x505x200,4034.00,4034.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-4,RA-21-20-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 530x505x100 | Each,SS,530x505x100,3382.00,3382.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-6,RA-21-20-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 530x505x150 | Each,SS,530x505x150,3606.00,3606.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-8,RA-21-20-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 530x505x200 | Each,SS,530x505x200,4209.00,4209.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-6-PL,RA-15-16-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 380x405x150 | Each,SS,380x405x150,2711.00,2711.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-6-PR,RA-15-16-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 380x405x150 | Each,SS,380x405x150,3016.00,3016.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-6-TH,RA-15-16-6-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x405x150 | Each,SS,380x405x150,2565.00,2565.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-8-TH,RA-15-16-8-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x405x200 | Each,SS,380x405x200,2803.00,2803.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-6-PL,RA-15-18-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 380x455x150 | Each,SS,380x455x150,2946.00,2946.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-6-PR,RA-15-18-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 380x455x150 | Each,SS,380x455x150,3163.00,3163.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-6-TH,RA-15-18-6-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x455x150 | Each,SS,380x455x150,2748.00,2748.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-8-TH,RA-15-18-8-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x455x200 | Each,SS,380x455x200,2944.00,2944.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6-PL,RA-15-20-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 380x505x150 | Each,SS,380x505x150,3132.00,3132.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6-PR,RA-15-20-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 380x505x150 | Each,SS,380x505x150,3391.00,3391.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6-TH,RA-15-20-6-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x505x150 | Each,SS,380x505x150,2938.00,2938.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-8-TH,RA-15-20-8-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 380x505x200 | Each,SS,380x505x200,3166.00,3166.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6-PL,RA-17-20-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 430x505x150 | Each,SS,430x505x150,3182.00,3182.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6-PR,RA-17-20-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 430x505x150 | Each,SS,430x505x150,3580.00,3580.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6-TH,RA-17-20-6-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 430x505x150 | Each,SS,430x505x150,3016.00,3016.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6-PL,RA-19-20-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 480x505x150 | Each,SS,480x505x150,3439.00,3439.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6-PR,RA-19-20-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 480x505x150 | Each,SS,480x505x150,3791.00,3791.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-4-CS,RA-21-20-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 530x505x100 | Each,SS,530x505x100,3739.00,3739.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-6-PL,RA-21-20-6-PL,Right Angle Plate Kitchen Basket,Right Angle Plate Kitchen Basket | Size: 530x505x150 | Each,SS,530x505x150,3588.00,3588.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-6-PR,RA-21-20-6-PR,Right Angle Partition Kitchen Basket,Right Angle Partition Kitchen Basket | Size: 530x505x150 | Each,SS,530x505x150,3979.00,3979.00,PCS,Kitchen Systems - Storage Systems,98,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-4-CT,RA-15-16-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 380x405x80 | Each,SS,380x405x80,4324.00,4324.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-6-BR,RA-15-16-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 380x405x150 | Each,SS,380x405x150,3034.00,3034.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-4-CT,RA-15-18-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 380x455x80 | Each,SS,380x455x80,4835.00,4835.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-6-BR,RA-15-18-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 380x455x150 | Each,SS,380x455x150,3417.00,3417.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-4-CT,RA-15-20-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 380x505x80 | Each,SS,380x505x80,5276.00,5276.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6-BR,RA-15-20-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 380x505x150 | Each,SS,380x505x150,3423.00,3423.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-20-6-HBR,RA-15-20-6-HBR,Right Angle Half Bottle Rack Kitchen Basket,Right Angle Half Bottle Rack Kitchen Basket | Size: 380x505x150 | Each,SS,380x505x150,3456.00,3456.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-4-CT,RA-17-20-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 430x505x80 | Each,SS,430x505x80,5683.00,5683.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6-BR,RA-17-20-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 430x505x150 | Each,SS,430x505x150,3594.00,3594.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-6-HBR,RA-17-20-6-HBR,Right Angle Half Bottle Rack Kitchen Basket,Right Angle Half Bottle Rack Kitchen Basket | Size: 430x505x150 | Each,SS,430x505x150,3457.00,3457.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-17-20-8-TH,RA-17-20-8-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 430x505x200 | Each,SS,430x505x200,3244.00,3244.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-4-CT,RA-19-20-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 480x505x80 | Each,SS,480x505x80,6168.00,6168.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6-BR,RA-19-20-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 480x505x150 | Each,SS,480x505x150,3857.00,3857.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6-HBR,RA-19-20-6-HBR,Right Angle Half Bottle Rack Kitchen Basket,Right Angle Half Bottle Rack Kitchen Basket | Size: 480x505x150 | Each,SS,480x505x150,4017.00,4017.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-6-TH,RA-19-20-6-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 480x505x150 | Each,SS,480x505x150,3176.00,3176.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-19-20-8-TH,RA-19-20-8-TH,Right Angle Thali Kitchen Basket,Right Angle Thali Kitchen Basket | Size: 480x505x200 | Each,SS,480x505x200,3402.00,3402.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-20-20-5-UB,RA-20-20-5-UB,Right Angle Utensil Kitchen Basket,Right Angle Utensil Kitchen Basket | Size: 500x505x135 | Each,SS,500x505x135,3987.00,3987.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-4-CT,RA-21-20-4-CT,Right Angle Cutlery Kitchen Basket,Right Angle Cutlery Kitchen Basket | Size: 530x505x80 | Each,SS,530x505x80,6677.00,6677.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-21-20-6-BR,RA-21-20-6-BR,Right Angle Bottle Rack Kitchen Basket,Right Angle Bottle Rack Kitchen Basket | Size: 530x505x150 | Each,SS,530x505x150,4211.00,4211.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-24-20-5-UB,RA-24-20-5-UB,Right Angle Utensil Kitchen Basket,Right Angle Utensil Kitchen Basket | Size: 600x505x135 | Each,SS,600x505x135,4400.00,4400.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-28-20-5-UB,RA-28-20-5-UB,Right Angle Utensil Kitchen Basket,Right Angle Utensil Kitchen Basket | Size: 700x505x135 | Each,SS,700x505x135,4944.00,4944.00,PCS,Kitchen Systems - Storage Systems,99,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
DSB-24-20-6,DSB-24-20-6,Dinner Set Basket,Dinner Set Basket | Size: 600x505x140 | Each,SS,600x505x140,5176.00,5176.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
DSB-28-20-6,DSB-28-20-6,Dinner Set Basket,Dinner Set Basket | Size: 710x505x140 | Each,SS,710x505x140,5623.00,5623.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
DSB-32-20-6,DSB-32-20-6,Dinner Set Basket,Dinner Set Basket | Size: 800x505x140 | Each,SS,800x505x140,5925.00,5925.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
KBCS130,KBCS130,U. Clamp,U. Clamp | Set of 4 pcs.,EP,,86.00,86.00,SET,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=50;pcs_set=Set of 4 pcs.
KBCS144,KBCS144,Basket Clamp,Basket Clamp | Set of 4pcs.,EP,,98.00,98.00,SET,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=50;pcs_set=Set of 4pcs.
KBCS147,KBCS147,Basket Clamp,Basket Clamp | Set of 4pcs.,EP,,100.00,100.00,SET,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=50;pcs_set=Set of 4pcs.
KBCT1,KBCT1,U. Clamp,U. Clamp | Set,,,19.00,19.00,SET,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=100;pcs_set=Set;price_suffix=Set
KBS-1,KBS-1,Shims,Shims | 1000,Polypropylene,,148.00,148.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);pcs_set=1000;price_per_pack_of=100
KBS-5,KBS-5,Kitchen Basket Spacer-5mm,Kitchen Basket Spacer-5mm | Size: Ø15x5mmthk | Each,WH,Ø15x5mmthk,1072.00,1072.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=500;pcs_set=Each;price_per_pack_of=500
KBS2-2,KBS2-2,Kitchen Basket Spacer,Kitchen Basket Spacer | Size: Ø22x2mm | Each,CL,Ø22x2mm,1191.00,1191.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=500;pcs_set=Each;price_per_pack_of=500
KBS2-3,KBS2-3,Kitchen Basket Spacer,Kitchen Basket Spacer | Size: Ø22x3mm | Each,CL,Ø22x3mm,1429.00,1429.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=500;pcs_set=Each;price_per_pack_of=500
KBS2-5,KBS2-5,Kitchen Basket Spacer,Kitchen Basket Spacer | Size: Ø22x5mm | Each,CL,Ø22x5mm,1548.00,1548.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=500;pcs_set=Each;price_per_pack_of=500
KGD-14-20-14,KGD-14-20-14,Kitchen Grain Drawer,Kitchen Grain Drawer | Size: 355x505x350 | Each,SS,355x505x350,7120.00,7120.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
KGD-16-20-14,KGD-16-20-14,Kitchen Grain Drawer,Kitchen Grain Drawer | Size: 405x505x350 | Each,SS,405x505x350,7168.00,7168.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
KGD-20-20-14,KGD-20-20-14,Kitchen Grain Drawer,Kitchen Grain Drawer | Size: 505x505x350 | Each,SS,505x505x350,8038.00,8038.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
POGD-15,POGD-15,Pull Out Grain Drawer - 15 Ltr.,Pull Out Grain Drawer - 15 Ltr. | Size: W262-268 x D420 x H260 | Each,AT,W262-268 x D420 x H260,5884.00,5884.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);pcs_set=Each;finish_expanded_from=WH/AT
POGD-15,POGD-15,Pull Out Grain Drawer - 15 Ltr.,Pull Out Grain Drawer - 15 Ltr. | Size: W262-268 x D420 x H260 | Each,WH,W262-268 x D420 x H260,5884.00,5884.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);pcs_set=Each;finish_expanded_from=WH/AT
POGD-15-FB,POGD-15-FB,Fascia Bracket for POGD-15-WH,Fascia Bracket for POGD-15-WH | Pair,AT,,1096.00,1096.00,PAIR,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);pcs_set=Pair;finish_expanded_from=WH/AT
POGD-15-FB,POGD-15-FB,Fascia Bracket for POGD-15-WH,Fascia Bracket for POGD-15-WH | Pair,WH,,1096.00,1096.00,PAIR,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);pcs_set=Pair;finish_expanded_from=WH/AT
RA-32-20-5-UB,RA-32-20-5-UB,Right Angle Utensil Kitchen Basket,Right Angle Utensil Kitchen Basket | Size: 800x505x135 | Each,SS,800x505x135,5278.00,5278.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RTPV-90130-AT,RTPV-90130-AT,ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile),ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile) | Size: 900(W) x 1300(H) mm,AT,900(W) x 1300(H) mm,20688.00,20688.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,audit_added_missing
RTPV-90130-BL,RTPV-90130-BL,ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile),ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile) | Size: 900(W) x 1300(H) mm,BL,900(W) x 1300(H) mm,26800.00,26800.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,audit_added_missing
RTPV-90130-FG,RTPV-90130-FG,ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile),ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile) | Size: 900(W) x 1300(H) mm,FG,900(W) x 1300(H) mm,26800.00,26800.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,audit_added_missing
RTPV-90130-MC,RTPV-90130-MC,ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile),ROLL TOP PRO - Vertical (with Overlay Rails & Cover Profile) | Size: 900(W) x 1300(H) mm,MC,900(W) x 1300(H) mm,31901.00,31901.00,PCS,Kitchen Systems - Storage Systems,100,EBCO,audit_added_missing
